deferred_key,run_version,source_ref,source_type,source_candidate_type,artist_display_name,title,year,storefront,deferred_reason,candidate_count,best_score,second_score,apple_album_id,error_message,raw_payload_persisted
album_sidecar_track:album|tycho|dive@@1@@12@@@@adrift shigeto s adrift a dream remix:album_bound_track_no_safe_match:679251532,apple_music_sidecar_track_album_bound_pass_v1,album|tycho|dive@@1@@12@@@@adrift shigeto s adrift a dream remix,album_sidecar_track,track,Tycho,Adrift (Shigeto's Adrift a Dream remix),2011,us,album_bound_track_no_safe_match,0,0,,679251532,,false
album_sidecar_track:album|tycho|dive@@1@@13@@@@dive keep shelly in athens remix:album_bound_track_no_safe_match:679251532,apple_music_sidecar_track_album_bound_pass_v1,album|tycho|dive@@1@@13@@@@dive keep shelly in athens remix,album_sidecar_track,track,Tycho,Dive (Keep Shelly in Athens remix),2011,us,album_bound_track_no_safe_match,0,0,,679251532,,false
album_sidecar_track:album|tycho|dive@@1@@14@@@@a walk kolombo remix:album_bound_track_no_safe_match:679251532,apple_music_sidecar_track_album_bound_pass_v1,album|tycho|dive@@1@@14@@@@a walk kolombo remix,album_sidecar_track,track,Tycho,A Walk (Kolombo remix),2011,us,album_bound_track_no_safe_match,0,0,,679251532,,false
album_sidecar_track:album|tycho|dive@@1@@15@@@@ascension rob garza of thievery corporation remix:album_bound_track_no_safe_match:679251532,apple_music_sidecar_track_album_bound_pass_v1,album|tycho|dive@@1@@15@@@@ascension rob garza of thievery corporation remix,album_sidecar_track,track,Tycho,Ascension (Rob Garza of Thievery Corporation remix),2011,us,album_bound_track_no_safe_match,0,0,,679251532,,false
album_sidecar_track:album|tyla|tyla@@1@@2@@@@safer:album_bound_track_no_safe_match:1772394609,apple_music_sidecar_track_album_bound_pass_v1,album|tyla|tyla@@1@@2@@@@safer,album_sidecar_track,track,Tyla,Safer,2024,us,album_bound_track_no_safe_match,5,66,61,1772394609,,false
album_sidecar_track:album|tyla|tyla@@1@@5@@@@no 1:album_bound_track_no_safe_match:1772394609,apple_music_sidecar_track_album_bound_pass_v1,album|tyla|tyla@@1@@5@@@@no 1,album_sidecar_track,track,Tyla,No.1,2024,us,album_bound_track_no_safe_match,5,57,54,1772394609,,false
album_sidecar_track:album|underoath|define the great line@@2@@1@@@@making of define great line:album_bound_track_no_safe_match:718995641,apple_music_sidecar_track_album_bound_pass_v1,album|underoath|define the great line@@2@@1@@@@making of define great line,album_sidecar_track,track,Underoath,Making of Define the Great Line,2006,us,album_bound_track_no_safe_match,0,0,,718995641,,false
album_sidecar_track:album|underoath|define the great line@@2@@2@@@@making of album art:album_bound_track_no_safe_match:718995641,apple_music_sidecar_track_album_bound_pass_v1,album|underoath|define the great line@@2@@2@@@@making of album art,album_sidecar_track,track,Underoath,Making of the Album Art,2006,us,album_bound_track_no_safe_match,0,0,,718995641,,false
album_sidecar_track:album|underoath|define the great line@@2@@3@@@@untitled:album_bound_track_no_safe_match:718995641,apple_music_sidecar_track_album_bound_pass_v1,album|underoath|define the great line@@2@@3@@@@untitled,album_sidecar_track,track,Underoath,[untitled],2006,us,album_bound_track_no_safe_match,0,0,,718995641,,false
album_sidecar_track:album|unkle|psyence fiction@@1@@2@@@@unkle main title theme:album_bound_track_no_safe_match:1667639546,apple_music_sidecar_track_album_bound_pass_v1,album|unkle|psyence fiction@@1@@2@@@@unkle main title theme,album_sidecar_track,track,UNKLE,UNKLE (Main Title Theme),1998,us,album_bound_track_no_safe_match,3,61,7,1667639546,,false
album_sidecar_track:album|uriah heep|demons and wizards@@1@@8@@@@paradise spell:album_bound_track_no_safe_match:1541874636,apple_music_sidecar_track_album_bound_pass_v1,album|uriah heep|demons and wizards@@1@@8@@@@paradise spell,album_sidecar_track,track,Uriah Heep,Paradise / The Spell,1972,us,album_bound_track_no_safe_match,21,43,7,1541874636,,false
album_sidecar_track:album|van der graaf generator|pawn hearts@@1@@3@@@@a plague of lighthouse keepers a eyewitness b pictures lighthouse c eyewitness d s h m e presence of light f kosmos tours g custard s last stand h clot thickens i lands end sineline j we go now:album_bound_track_no_safe_match:714659628,apple_music_sidecar_track_album_bound_pass_v1,album|van der graaf generator|pawn hearts@@1@@3@@@@a plague of lighthouse keepers a eyewitness b pictures lighthouse c eyewitness d s h m e presence of light f kosmos tours g custard s last stand h clot thickens i lands end sineline j we go now,album_sidecar_track,track,Van der Graaf Generator,A Plague of Lighthouse Keepers: A) Eyewitness - B) Pictures/Lighthouse - C) Eyewitness - D) S.H.M. - E) Presence of the Light - F) Kosmos Tours - G) (Custard's) Last Stand - H) The Clot Thickens - I) Lands End (Sineline) - J) We Go Now,1971,us,album_bound_track_no_safe_match,6,56,9,714659628,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@10@@@@eleanor rigby:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@10@@@@eleanor rigby,album_sidecar_track,track,Vanilla Fudge,Eleanor Rigby,1967,us,album_bound_track_no_safe_match,3,41,8,78980146,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@5@@@@illusions of my childhood part one:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@5@@@@illusions of my childhood part one,album_sidecar_track,track,Vanilla Fudge,"Illusions of My Childhood, Part One",1967,us,album_bound_track_no_safe_match,3,68,7,78980146,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@6@@@@you keep me hanging on:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@6@@@@you keep me hanging on,album_sidecar_track,track,Vanilla Fudge,You Keep Me Hanging On,1967,us,album_bound_track_no_safe_match,3,43,42,78980146,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@7@@@@illusions of my childhood part two:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@7@@@@illusions of my childhood part two,album_sidecar_track,track,Vanilla Fudge,"Illusions of My Childhood, Part Two",1967,us,album_bound_track_no_safe_match,3,43,32,78980146,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@8@@@@take me for a little while:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@8@@@@take me for a little while,album_sidecar_track,track,Vanilla Fudge,Take Me for a Little While,1967,us,album_bound_track_no_safe_match,3,36,8,78980146,,false
album_sidecar_track:album|vanilla fudge|vanilla fudge@@1@@9@@@@illusions of my childhood part three:album_bound_track_no_safe_match:78980146,apple_music_sidecar_track_album_bound_pass_v1,album|vanilla fudge|vanilla fudge@@1@@9@@@@illusions of my childhood part three,album_sidecar_track,track,Vanilla Fudge,"Illusions of My Childhood, Part Three",1967,us,album_bound_track_no_safe_match,3,31,8,78980146,,false
album_sidecar_track:album|various artists|aladdin@@1@@10@@@@one jump ahead:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@10@@@@one jump ahead,album_sidecar_track,track,Various Artists,One Jump Ahead,1992,us,album_bound_track_no_safe_match,15,32,31,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@11@@@@one jump ahead reprise:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@11@@@@one jump ahead reprise,album_sidecar_track,track,Various Artists,One Jump Ahead (reprise),1992,us,album_bound_track_no_safe_match,15,50,45,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@12@@@@friend like me:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@12@@@@friend like me,album_sidecar_track,track,Various Artists,Friend Like Me,1992,us,album_bound_track_no_safe_match,15,31,9,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@13@@@@prince ali:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@13@@@@prince ali,album_sidecar_track,track,Various Artists,Prince Ali,1992,us,album_bound_track_no_safe_match,15,31,31,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@14@@@@proud of your boy:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@14@@@@proud of your boy,album_sidecar_track,track,Various Artists,Proud of Your Boy,1992,us,album_bound_track_no_safe_match,15,41,0,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@15@@@@a whole new world:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@15@@@@a whole new world,album_sidecar_track,track,Various Artists,A Whole New World,1992,us,album_bound_track_no_safe_match,15,31,5,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@16@@@@a whole new world single pop version:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@16@@@@a whole new world single pop version,album_sidecar_track,track,Various Artists,A Whole New World (single Pop version),1992,us,album_bound_track_no_safe_match,15,31,9,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@2@@@@one jump ahead:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@2@@@@one jump ahead,album_sidecar_track,track,Various Artists,One Jump Ahead,1992,us,album_bound_track_no_safe_match,20,43,35,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@6@@@@proud of your boy:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@6@@@@proud of your boy,album_sidecar_track,track,Various Artists,Proud of Your Boy,1992,us,album_bound_track_no_safe_match,17,5,0,1440722016,,false
album_sidecar_track:album|various artists|aladdin@@1@@9@@@@arabian nights:album_bound_track_no_safe_match:1440722016,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|aladdin@@1@@9@@@@arabian nights,album_sidecar_track,track,Various Artists,Arabian Nights,1992,us,album_bound_track_no_safe_match,15,13,5,1440722016,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@1@@@@regijimas:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@1@@@@regijimas,album_sidecar_track,track,Various Artists,Regijimas,1991,us,album_bound_track_no_safe_match,15,36,-1,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@10@@@@felicitas adveni:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@10@@@@felicitas adveni,album_sidecar_track,track,Various Artists,Felicitas Adveni,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@11@@@@preoccupation domination:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@11@@@@preoccupation domination,album_sidecar_track,track,Various Artists,Preoccupation Domination,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@12@@@@dead and resurrected:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@12@@@@dead and resurrected,album_sidecar_track,track,Various Artists,Dead and Resurrected,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@13@@@@mark of death:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@13@@@@mark of death,album_sidecar_track,track,Various Artists,Mark of Death,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@14@@@@you don t know:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@14@@@@you don t know,album_sidecar_track,track,Various Artists,You Don’t Know,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@15@@@@atmosphere:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@15@@@@atmosphere,album_sidecar_track,track,Various Artists,Atmosphere,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@2@@@@beauty and beast:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@2@@@@beauty and beast,album_sidecar_track,track,Various Artists,The Beauty and the Beast,1991,us,album_bound_track_no_safe_match,15,39,35,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@3@@@@your last words:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@3@@@@your last words,album_sidecar_track,track,Various Artists,Your Last Words,1991,us,album_bound_track_no_safe_match,15,34,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@4@@@@green pearls:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@4@@@@green pearls,album_sidecar_track,track,Various Artists,Green Pearls,1991,us,album_bound_track_no_safe_match,15,33,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@5@@@@heading north:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@5@@@@heading north,album_sidecar_track,track,Various Artists,Heading North,1991,us,album_bound_track_no_safe_match,15,32,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@6@@@@deirium 93:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@6@@@@deirium 93,album_sidecar_track,track,Various Artists,Deirium ’93,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
album_sidecar_track:album|various artists|beauty and the beast@@1@@7@@@@crown of thorns:album_bound_track_no_safe_match:1699102817,apple_music_sidecar_track_album_bound_pass_v1,album|various artists|beauty and the beast@@1@@7@@@@crown of thorns,album_sidecar_track,track,Various Artists,Crown of Thorns,1991,us,album_bound_track_no_safe_match,15,31,0,1699102817,,false
